transaction_line_id,order_id,order_date,month,customer_id,product_id,variant_id,product_title,category,channel,device,province,city,quantity,unit_price_zar,discount_pct,gross_revenue_zar,discount_amount_zar,net_revenue_zar,estimated_unit_cost_zar,gross_margin_zar,return_flag,return_amount_zar,fulfillment_days,payment_method,campaign,source_system,ingested_at_utc,raw_file_name,data_quality_issue,source_issue_text,order_date_clean,silver_quality_status
1179,10000853,2024-02-18 00:00:00,2024-02,161985,9028204822752,47896536449248,Chest Protector 4.5,Body Protection,Direct,Mobile,Kwazulu-Natal,Durban,1,2599.0,0.0117,2599.0,30.4083,2568.5917,1478.46,1090.1317,0,0.0,6,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-02-18,clean
1180,10000854,2026-01-19 00:00:00,2026-01,2637,9159233470688,48615939670240,Bottle SteadySip Convertible Fidlock,Hydration,Direct,Mobile,Western Cape,Cape Town,1,899.0,0.0208,899.0,18.699199999999998,880.3008,452.33,427.9708,0,0.0,1,Gift Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2026-01-19,clean
1181,10000855,2024-11-22 00:00:00,2024-11,107338,9028230447328,47896792465632,Long Sleeve Shirt Tech,Apparel,Organic Search,Mobile,Gauteng,Johannesburg,2,1099.0,0.133,2198.0,292.334,1905.666,518.48,868.7059999999999,1,1905.666,2,Eft,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-11-22,clean
1182,10000855,2024-10-09 00:00:00,2024-10,141897,9028234117344,47896844402912,Shoes ProClip 8.0 Race,Footwear,Direct,Mobile,Kwazulu-Natal,Durban,1,3399.0,0.0073,3399.0,24.8127,3374.1873,1919.62,1454.5673000000002,0,0.0,1,Gift Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-10-09,clean
1183,10000856,2025-11-16 00:00:00,2025-11,24718,9028200759520,47896512495840,Visor MTB Enduro 2.0 V24,Helmet,Organic Search,Mobile,Western Cape,Cape Town,1,799.0,0.1959,799.0,156.5241,642.4759,455.36,187.1159,0,0.0,2,Eft,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-11-16,clean
1184,10000857,2024-09-19 00:00:00,2024-09,6943,9028214522080,47896625152224,Pants Moto 4.5 - Women,Apparel,Paid Search,Desktop,Kwazulu-Natal,Durban,3,2699.0,0.0073,8097.0,59.1081,8037.8919,1289.83,4168.4019,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-09-19,clean
1185,10000857,2024-11-18 00:00:00,2024-11,85779,9028215177440,47896633770208,Jersey Moto 3.5,Apparel,Email,Desktop,Western Cape,Cape Town,1,699.0,0.206,699.0,143.994,555.006,324.46,230.546,0,0.0,1,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-11-18,clean
1186,10000858,2025-02-16 00:00:00,2025-02,80658,9028215275744,47896634294496,Stem Gravity 6.0,Other Gear,Paid Social,Mobile,Northern Cape,Kimberley,2,1999.0,0.0162,3998.0,64.7676,3933.2324,994.12,1944.9923999999999,0,0.0,5,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-02-16,clean
1187,10000859,2024-04-01 00:00:00,2024-04,91397,9028212687072,47896605425888,Gloves Moto 1.5 - Junior/Mini,Gloves,Marketplace,Mobile,Free State,Bloemfontein,3,599.0,0.0135,1797.0,24.2595,1772.7405,242.88,1044.1005,0,0.0,1,Instant Eft,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-04-01,clean
1188,10000860,2025-10-25 00:00:00,2025-10,99034,9028212130016,47896601395424,Gloves Moto 2.5 X-Flow,Gloves,Direct,Mobile,Gauteng,Johannesburg,3,849.0,0.0034,2547.0,8.659799999999999,2538.3402,360.76,1456.0602000000001,0,0.0,3,Eft,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-10-25,clean
1189,10000860,2025-05-08 00:00:00,2025-05,123712,9028213178592,47896609980640,Goggle Vizion 3.5,Goggles,Paid Social,Tablet,North West,Rustenburg,2,799.0,0.0243,1598.0,38.831399999999995,1559.1686,379.7,799.7686,0,0.0,2,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-05-08,clean
1190,10000861,2025-02-26 00:00:00,2025-02,32014,9028195156192,47896493981920,Emergency bolt DBX GPX 6.5,Body Protection,Paid Search,Mobile,Gauteng,Johannesburg,1,399.0,0.0191,399.0,7.6209,391.3791,202.95,188.4291,0,0.0,7,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-02-26,clean
1191,10000862,2026-05-08 00:00:00,2026-05,68539,9028225597664,47896752488672,Cap Trucker Tech,Apparel,Paid Social,Mobile,Gauteng,Johannesburg,4,499.0,0.0253,1996.0,50.498799999999996,1945.5012,224.45,1047.7012,0,0.0,3,Payflex,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2026-05-08,clean
1192,10000863,2024-12-05 00:00:00,2024-12,4539,9028199678176,47896508891360,Ride Kit MTB 1.0 - Junior/Mini,Parts & Accessories,Organic Search,Mobile,Gauteng,Johannesburg,1,1499.0,0.1531,1499.0,229.4969,1269.5031,633.34,636.1630999999999,0,0.0,4,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-12-05,clean
1193,10000863,2024-03-16 00:00:00,2024-03,119235,9193211298016,48752706978016,Pedals Composite AllMtn 2.0 Flat,Other Gear,Paid Search,Mobile,Gauteng,Johannesburg,1,999.0,0.007,999.0,6.993,992.007,490.17,501.83699999999993,0,0.0,1,Instant Eft,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-03-16,clean
1194,10000864,2026-03-20 00:00:00,2026-03,9018,9028214587616,47896625348832,Jersey MTB Endurance 5.0,Apparel,Paid Search,Mobile,Western Cape,Cape Town,3,1599.0,0.0027,4797.0,12.9519,4784.0481,764.61,2490.2181,0,0.0,5,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2026-03-20,clean
1195,10000865,2024-03-08 00:00:00,2024-03,20414,9028234379488,47896848433376,Shorts MTB Endurance 2.0,Apparel,Email,Mobile,Northern Cape,Kimberley,1,899.0,0.0157,899.0,14.114299999999998,884.8857,403.17,481.7157,0,0.0,2,Card,Crm Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-03-08,clean
1196,10000865,2025-05-12 00:00:00,2025-05,160182,9028236148960,47896883167456,Pants MTB Trail 3.0 Liner,Apparel,Email,Mobile,Western Cape,Cape Town,1,2199.0,0.0127,2199.0,27.9273,2171.0727,971.62,1199.4527000000003,0,0.0,3,Card,Crm Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-05-12,clean
1197,10000866,2024-11-16 00:00:00,2024-11,32302,9028214292704,47896621514976,Gloves MTB 1.0 GripR - Women,Gloves,Paid Search,Mobile,Gauteng,Johannesburg,1,599.0,0.0407,599.0,24.3793,574.6206999999999,248.17,326.4507,0,0.0,5,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-11-16,clean
1198,10000867,2025-04-23 00:00:00,2025-04,20728,9028198269152,47896503124192,Cheek Pads ADV 8.5/9.5,Helmet,Direct,Desktop,Western Cape,Cape Town,2,799.0,0.0238,1598.0,38.0324,1559.9676,408.71,742.5476,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-04-23,clean
1199,10000868,2024-12-11 00:00:00,2024-12,22628,9028216258784,47896649466080,Shorts MTB Endurance 5.0 Cargo,Apparel,Paid Social,Tablet,Western Cape,Cape Town,3,999.0,0.0956,2997.0,286.51320000000004,2710.4868,464.65,1316.5368000000003,0,0.0,1,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-12-11,clean
1200,10000868,2024-01-09 00:00:00,2024-01,170222,9028231889120,47896812650720,T-shirt Tech,Apparel,Organic Search,Mobile,Gauteng,Johannesburg,1,799.0,0.0028,799.0,2.2372,796.7628,370.98,425.78279999999995,0,0.0,5,Eft,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-01-09,clean
1201,10000869,2026-02-06 00:00:00,2026-02,19671,9028213309664,47896611651808,Gloves MTB 2.0 WindBlock,Gloves,Paid Social,Mobile,Gauteng,Johannesburg,1,799.0,0.0166,799.0,13.2634,785.7366,345.99,439.74659999999994,1,785.7366,1,Eft,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2026-02-06,clean
1202,10000870,2024-08-02 00:00:00,2024-08,125614,9028229464288,47896780210400,Moto 3.5 Ride Kit,Parts & Accessories,Direct,Desktop,Eastern Cape,Gqeberha,1,2199.0,0.0066,2199.0,14.5134,2184.4866,866.37,1318.1166000000003,0,0.0,1,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-08-02,clean
1203,10000871,2025-02-14 00:00:00,2025-02,46204,9028211540192,47896596283616,Pants MTB Gravity 3.0 - Junior,Apparel,Direct,Mobile,Northern Cape,Kimberley,1,1099.0,0.0066,1099.0,7.2534,1091.7466,491.37,600.3765999999999,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-02-14,clean
1204,10000871,2025-12-01 00:00:00,2025-12,167043,9028218585312,47896672796896,Shorts MTB Trail 3.0 V23,Apparel,Direct,Mobile,Western Cape,Cape Town,1,999.0,0.1694,999.0,169.23059999999998,829.7694,429.79,399.9794,0,0.0,5,Eft,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-12-01,clean
1205,10000872,2025-07-14 00:00:00,2025-07,168825,9028211376352,47896594612448,Gloves Moto 1.5 GripR,Gloves,Direct,Desktop,Western Cape,Cape Town,5,649.0,0.0249,3245.0,80.8005,3164.1995,272.82,1800.0995000000003,0,0.0,4,Eft,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-07-14,clean
1206,10000873,2026-02-16 00:00:00,2026-02,87313,9028193419488,47896490148064,Impact Shorts 3DF 3.0,Body Protection,Email,Desktop,Western Cape,Cape Town,1,1699.0,0.0061,1699.0,10.363900000000001,1688.6361,893.82,794.8160999999999,0,0.0,2,Eft,Crm Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2026-02-16,clean
1207,10000873,2024-10-30 00:00:00,2024-10,118199,9028220387552,47896690655456,T-Shirt Core,Apparel,Email,Desktop,Limpopo,Polokwane,2,499.0,0.0418,998.0,41.7164,956.2836,239.34,477.6036,0,0.0,1,Card,Crm Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-10-30,clean
1208,10000874,2024-12-30 00:00:00,2024-12,5684,9028217405664,47896661917920,Jacket ADV Rally 5.5,Apparel,Organic Search,Mobile,Kwazulu-Natal,Durban,2,6999.0,0.1022,13998.0,1430.5955999999999,12567.4044,3203.98,6159.444399999999,0,0.0,1,Gift Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-12-30,clean
1209,10000875,2025-04-19 00:00:00,2025-04,166796,9028221894880,47896711725280,Gloves MTB 2.0 X-Flow,Gloves,Paid Social,Mobile,Western Cape,Cape Town,2,399.0,0.0146,798.0,11.6508,786.3492,177.62,431.1092,0,0.0,3,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-04-19,clean
1210,10000876,2025-08-02 00:00:00,2025-08,21230,9028222583008,47896718147808,Socks MTB - 3-pack,Footwear,Organic Search,Desktop,Western Cape,Cape Town,1,599.0,0.0139,599.0,8.3261,590.6739,341.46,249.21390000000002,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-08-02,clean
1211,10000876,2025-12-04 00:00:00,2025-12,123308,9028218290400,47896670142688,Visor Moto 2.5 - v23,Helmet,Direct,Mobile,Western Cape,Cape Town,3,599.0,0.1055,1797.0,189.5835,1607.4165,327.41,625.1865,0,0.0,1,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-12-04,clean
1212,10000877,2026-04-20 00:00:00,2026-04,178931,9028224483552,47896734662880,Gloves ADV HydraDri 5.5,Gloves,Organic Search,Mobile,Kwazulu-Natal,Durban,2,1599.0,0.037,3198.0,118.326,3079.674,721.99,1635.694,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2026-04-20,clean
1213,10000878,2024-03-29 00:00:00,2024-03,112373,9028214128864,47896619876576,Gloves MTB 1.0 GripR - Women,Gloves,Direct,Mobile,Limpopo,Polokwane,1,399.0,0.0107,399.0,4.269299999999999,394.7307,181.6,213.13070000000002,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-03-29,clean
1214,10000878,2025-01-29 00:00:00,2025-01,57587,9028232184032,47896815665376,Jersey MTB Trail 3.0 - Long Sleeve - Women,Apparel,Organic Search,Mobile,Gauteng,Johannesburg,1,799.0,0.0249,799.0,19.8951,779.1049,358.42,420.6849,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-01-29,clean
1215,10000879,2025-04-13 00:00:00,2025-04,42457,9028206657760,47896553914592,Gloves Moto 3.5 Lite,Gloves,Direct,Desktop,Kwazulu-Natal,Durban,1,899.0,0.0357,899.0,32.094300000000004,866.9057,384.24,482.6657,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-04-13,clean
1216,10000880,2025-06-20 00:00:00,2025-06,81955,9028206624992,47896553357536,Jersey Moto 4.5 Lite V25- - Women,Apparel,Organic Search,Mobile,Gauteng,Johannesburg,1,899.0,0.006,899.0,5.394,893.606,393.88,499.726,0,0.0,4,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-06-20,clean
1217,10000881,2026-05-31 00:00:00,2026-05,168939,9028213440736,47896613388512,Visor Moto 2.5 - v25,Helmet,Direct,Mobile,Kwazulu-Natal,Durban,2,599.0,0.0786,1198.0,94.1628,1103.8372,309.95,483.93719999999996,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2026-05-31,clean
1218,10000881,2025-03-20 00:00:00,2025-03,96241,9028206133472,47896547164384,Buckle 5.5 - Adult - Pair,Footwear,Paid Search,Desktop,Kwazulu-Natal,Durban,1,399.0,0.0056,399.0,2.2344,396.7656,224.99,171.7756,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-03-20,clean
1219,10000882,2024-12-31 00:00:00,2024-12,179703,9028235165920,47896863604960,Jersey MTB Gravity 2.0,Apparel,Paid Search,Mobile,Kwazulu-Natal,Durban,1,849.0,0.1522,849.0,129.2178,719.7822,396.63,323.1522,0,0.0,1,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-12-31,clean
1220,10000883,2025-01-18 00:00:00,2025-01,66427,9028235821280,47896877629664,Jersey MTB Trail 3.0 - Women,Apparel,Organic Search,Mobile,Western Cape,Cape Town,1,999.0,0.0182,999.0,18.181800000000003,980.8182,441.52,539.2982000000001,0,0.0,2,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-01-18,clean
1221,10000884,2024-05-25 00:00:00,2024-05,37300,9028216127712,47896647106784,Shoes ProClip 5.0,Footwear,Paid Social,Mobile,Gauteng,Johannesburg,1,3299.0,0.0488,3299.0,160.99120000000002,3138.0088,1935.85,1202.1588000000002,0,0.0,3,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-05-25,clean
1222,10000884,2025-04-21 00:00:00,2025-04,4403,9028213276896,47896611258592,Gloves MTB 2.0 SubZero,Gloves,Paid Search,Mobile,Gauteng,Johannesburg,3,899.0,0.0101,2697.0,27.2397,2669.7603,396.77,1479.4503,0,0.0,2,Instant Eft,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-04-21,clean
1223,10000885,2025-05-28 00:00:00,2025-05,160734,9028214849760,47896628068576,Jersey MTB Trail 3.0,Apparel,Paid Search,Tablet,Kwazulu-Natal,Durban,1,799.0,0.0468,799.0,37.3932,761.6068,375.04,386.5668,0,0.0,1,Instant Eft,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-05-28,clean
1224,10000886,2024-01-27 00:00:00,2024-01,46595,9028220911840,47896696914144,Knee Guard 6.0 Evo EXT,Body Protection,Paid Search,Mobile,Mpumalanga,Mbombela,1,2599.0,0.0171,2599.0,44.4429,2554.5571,1373.43,1181.1271,0,0.0,2,Instant Eft,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-01-27,clean
1225,10000886,2025-09-14 00:00:00,2025-09,147241,9028231135456,47896801345760,Jersey Moto 5.5 UltraWeld -V25,Apparel,Paid Search,Mobile,Kwazulu-Natal,Durban,4,1499.0,0.0273,5996.0,163.6908,5832.3092,712.47,2982.4291999999996,0,0.0,4,Gift Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-09-14,clean
1226,10000887,2024-01-15 00:00:00,2024-01,468,9028212588768,47896605098208,Goggle Vizion 3.5 Roll-Off,Goggles,Email,Mobile,Northern Cape,Kimberley,1,1499.0,0.0259,1499.0,38.8241,1460.1759,716.16,744.0159,0,0.0,2,Card,Crm Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-01-15,clean
1227,10000888,2026-02-27 00:00:00,2026-02,153195,9028231135456,47896801280224,Jersey Moto 5.5 UltraWeld -V25,Apparel,Paid Social,Mobile,Eastern Cape,Gqeberha,4,1499.0,0.0132,5996.0,79.1472,5916.8528,688.21,3164.0127999999995,0,0.0,1,Eft,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2026-02-27,clean
1228,10000889,2024-06-20 00:00:00,2024-06,179405,9028235690208,47896874844384,Jersey MTB Endurance 5.0,Apparel,Organic Search,Desktop,Kwazulu-Natal,Durban,1,1199.0,0.0548,1199.0,65.7052,1133.2948,567.11,566.1847999999999,0,0.0,6,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-06-20,clean
1229,10000889,2024-11-03 00:00:00,2024-11,21272,9028208558304,47896571511008,Visor MTB Trail 3.0 V24,Helmet,Email,Mobile,Northern Cape,Kimberley,1,599.0,0.1077,599.0,64.5123,534.4877,301.49,232.9977,0,0.0,2,Payflex,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-11-03,clean
1230,10000890,2024-07-08 00:00:00,2024-07,125503,9028222157024,47896714969312,Knee cup Z-Frame,Body Protection,Email,Mobile,Eastern Cape,Gqeberha,4,899.0,0.0019,3596.0,6.8324,3589.1676,484.05,1652.9676000000002,0,0.0,1,Card,Crm Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-07-08,clean
1231,10000891,2025-01-05 00:00:00,2025-01,66065,9028236509408,47896894996704,Jersey MTB Trail 3.0 - Long Sleeve,Apparel,Email,Desktop,Northern Cape,Kimberley,1,899.0,0.0585,899.0,52.5915,846.4085,388.66,457.7485,1,846.4085,5,Payflex,Crm Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-01-05,clean
1232,10000892,2024-12-22 00:00:00,2024-12,75954,9028234510560,47896851022048,Jacket MTB HydraDri 4.0,Body Protection,Paid Search,Desktop,Northern Cape,Kimberley,1,3199.0,0.1222,3199.0,390.9178,2808.0822,1662.66,1145.4221999999997,0,0.0,3,Eft,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-12-22,clean
1233,10000892,2025-10-15 00:00:00,2025-10,133783,9028199842016,47896509350112,Goggle Velocity 5.0 MTB Iriz,Goggles,Paid Search,Mobile,Limpopo,Polokwane,1,2199.0,0.0144,2199.0,31.665599999999998,2167.3344,1020.26,1147.0744000000002,0,0.0,2,Eft,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-10-15,clean
1234,10000893,2026-06-01 00:00:00,2026-06,78952,9028201939168,47896519213280,Jacket MTB Trail 1.0,Body Protection,Email,Mobile,Northern Cape,Kimberley,1,799.0,0.0238,799.0,19.0162,779.9838,406.87,373.11379999999997,0,0.0,1,Gift Card,Crm Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2026-06-01,clean
1235,10000894,2026-06-09 00:00:00,2026-06,77152,9028204560608,47896534483168,Long Sleeve Shirt - Core,Apparel,Email,Mobile,North West,Rustenburg,3,449.0,0.0144,1347.0,19.3968,1327.6032,213.39,687.4332,0,0.0,1,Card,Crm Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2026-06-09,clean
1236,10000894,2025-10-24 00:00:00,2025-10,99434,9028216127712,47896647041248,Shoes ProClip 5.0,Footwear,Email,Mobile,Western Cape,Cape Town,3,3299.0,0.0374,9897.0,370.1478,9526.8522,2038.94,3410.0321999999996,0,0.0,5,Card,Crm Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-10-24,clean
1237,10000895,2025-04-10 00:00:00,2025-04,84190,9028234641632,47896853348576,Shorts MTB Enduro 2.0,Apparel,Direct,Mobile,Gauteng,Johannesburg,2,1199.0,0.0089,2398.0,21.3422,2376.6578,553.78,1269.0978,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-04-10,clean
1238,10000896,2025-12-28 00:00:00,2025-12,178798,9028234182880,47896845058272,Jersey MTB All Mountain 4.0,Apparel,Marketplace,Desktop,Western Cape,Cape Town,1,1299.0,0.1249,1299.0,162.2451,1136.7549,573.79,562.9649,0,0.0,7,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2025-12-28,clean
1239,10000897,2026-03-27 00:00:00,2026-03,120509,9028201939168,47896519147744,Jacket MTB Trail 1.0,Body Protection,Email,Mobile,Gauteng,Johannesburg,1,1299.0,0.013,1299.0,16.887,1282.113,701.88,580.2330000000001,0,0.0,5,Card,Crm Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2026-03-27,clean
1240,10000897,2024-06-12 00:00:00,2024-06,84571,9028193714400,47896490868960,Shin Protector C-Frame,Body Protection,Paid Search,Desktop,Mpumalanga,Mbombela,2,799.0,0.0539,1598.0,86.13220000000001,1511.8678,412.05,687.7678,0,0.0,1,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,,,2024-06-12,clean
