transaction_line_id,order_id,customer_id,product_title,category,channel,province,net_revenue_zar,return_flag,return_risk_score,risk_band
411,10000297,160312,Shoes ProFlat 3.0,Footwear,Direct,Western Cape,5406.51,0,0.6197332823006088,High
206648,10149744,72272,Socks MTB,Footwear,Direct,Mpumalanga,195.64,0,0.6197238611729532,High
191761,10138956,153965,Shoes Clip 4.0,Footwear,Organic Search,Mpumalanga,1891.24,0,0.619721190690907,High
117450,10085107,134658,Shin Plate Kit 5.5,Footwear,Email,International,1575.57,0,0.6197161543434737,High
180838,10131041,96822,Shoes ProClip 8.0 Endurance,Footwear,Organic Search,Western Cape,3736.46,0,0.6197097296125031,High
258966,10187655,121919,Shoes Clip 2.0 Endurance,Footwear,Paid Search,Gauteng,4958.05,0,0.6197077905976314,High
246272,10178457,137804,T-Shirt Core,Apparel,Organic Search,Northern Cape,484.48,0,0.6196806559595077,High
88122,10063855,47797,Shoes ProFlat 3.0 - Women,Footwear,Direct,Gauteng,1864.77,0,0.6196688891615633,High
33455,10024242,137913,Sole 4.5/5.5 Moto - Pair,Footwear,Direct,International,1206.28,0,0.6196566871635157,High
59046,10042786,118973,Buckle 4.5 - Adult - Pair,Footwear,Paid Social,Free State,297.29,0,0.6196497289849655,High
86952,10063007,96415,Shoes Flat 2.0,Footwear,Email,KwaZulu-Natal,1550.08,0,0.6196466224165715,High
23156,10016778,116479,Buckle 4.5 - Adult - Pair,Footwear,Direct,Western Cape,294.8,0,0.6196463648934333,High
146469,10106136,142150,Shoes Flat 3.0,Footwear,Email,Western Cape,2446.6,0,0.6196245295495288,High
165151,10119673,16653,Shoes ProClip 8.0 Endurance - Women,Footwear,Direct,Limpopo,7319.89,0,0.6196123172192409,High
156453,10113371,70201,Shoes ProClip 8.0 Endurance,Footwear,Organic Search,Limpopo,3397.17,0,0.6196031909549933,High
11715,10008488,170686,Strap Kit 4.5 - Adult,Footwear,Organic Search,Gauteng,995.93,0,0.6196007177620395,High
299975,10217372,121965,Shoes ProFlat 3.0 - Women,Footwear,Organic Search,International,2606.8,0,0.6195893127852997,High
258150,10187064,121347,Shoes ProClip 8.0 Endurance - Women,Footwear,Paid Social,Gauteng,5882.18,0,0.61958618049257,High
1047,10000757,144031,Shoes Flat 1.0,Footwear,Organic Search,Western Cape,1456.77,0,0.6195772047882183,High
260035,10188430,126751,Shoes ProClip 8.0 Endurance,Footwear,Email,Free State,2837.85,0,0.6195755883359289,High
218710,10158484,13207,Shoes Flat 2.0,Footwear,Organic Search,Western Cape,4179.71,0,0.6195590071590578,High
295832,10214370,155633,Shoes Flat 1.0 Hi,Footwear,Direct,Limpopo,2105.84,0,0.6195413006699177,High
193245,10140031,72605,Shin Plate Kit 5.5,Footwear,Organic Search,Eastern Cape,2112.44,0,0.6195271853273296,High
75757,10054895,142737,Shoes Flat 1.0,Footwear,Organic Search,Gauteng,1457.57,0,0.6195224097147465,High
55358,10040113,69051,Shoes Flat 1.0,Footwear,Email,Gauteng,1559.91,0,0.6195171654807166,High
272453,10197428,121838,Shoes Flat 1.0 Hi,Footwear,Organic Search,Western Cape,1333.4,0,0.6195081727762775,High
256177,10185634,76030,Shoes RideOn's 2.0,Footwear,Organic Search,KwaZulu-Natal,1171.88,0,0.6194992607997215,High
15903,10011523,55519,Shoes Flat 1.0,Footwear,Marketplace,Gauteng,1379.31,0,0.6194945343735689,High
177885,10128901,51253,Sole 4.5/5.5 Moto - Pair,Footwear,Organic Search,Mpumalanga,1269.07,0,0.6194775483397805,High
181305,10131379,97883,Boots 3.5 - Junior,Footwear,Paid Search,KwaZulu-Natal,8858.37,0,0.6194739305749744,High
66147,10047931,67236,Shoes Flat 2.0 - Women,Footwear,Organic Search,Western Cape,4158.08,1,0.6194561880234777,High
216887,10157163,174401,Shoes ProClip 8.0 Race - Women,Footwear,Direct,Limpopo,3593.68,1,0.6194454903655474,High
177883,10128900,96614,T-Shirt Premium - Women,Apparel,Email,Northern Cape,851.04,0,0.619434172055944,High
26727,10019366,59614,Socks MTB,Footwear,Email,Western Cape,233.29,0,0.6194305295436129,High
76406,10055365,30760,Shoes Clip 2.0 Endurance,Footwear,Organic Search,Mpumalanga,2439.63,1,0.619418455669628,High
225402,10163334,122138,Shoe Laces Non-Stretch - Pair,Footwear,Direct,KwaZulu-Natal,490.88,0,0.6194113659213134,High
7167,10005192,63601,Jersey MTB Trail 3.0,Apparel,Organic Search,Northern Cape,754.32,0,0.61939034067366,High
104771,10075920,104126,Shoes Flat 1.0,Footwear,Organic Search,Limpopo,687.85,0,0.6193855686763715,High
176159,10127650,137946,Shoes Flat 1.0,Footwear,Email,KwaZulu-Natal,790.46,1,0.6193591283485049,High
226698,10164273,88439,Jersey MTB Trail 1.0 X-Flow,Apparel,Direct,Northern Cape,661.64,0,0.6193365827351556,High
131868,10095555,39607,Shoes ProFlat 3.0 - Women,Footwear,Email,Western Cape,2644.21,0,0.6193324700077959,High
110833,10080313,97572,Shoes Flat 3.0,Footwear,Email,Limpopo,2593.78,0,0.6193320569926706,High
266999,10193476,76936,Shin Plate Kit 5.5,Footwear,Email,Limpopo,786.98,0,0.6193139620362506,High
270309,10195875,176657,Socks MTB,Footwear,Marketplace,Limpopo,195.64,0,0.6193107594514249,High
3609,10002614,147876,Sole 4.5/5.5 Moto - Pair,Footwear,Marketplace,Free State,1220.99,0,0.6193104306753019,High
41246,10029887,37008,Shoes Flat 3.0,Footwear,Marketplace,KwaZulu-Natal,3761.13,0,0.619302794610479,High
25113,10018197,97356,Buckle 4.5 - Adult - Pair,Footwear,Email,Western Cape,592.61,0,0.6193027573997903,High
291927,10211540,129171,Sole 4.5/5.5 Moto - Pair,Footwear,Email,Free State,1278.48,0,0.6192959396806202,High
172664,10125118,101191,Glove ADV HydraDri 6.5 Short,Footwear,Paid Social,KwaZulu-Natal,1621.42,0,0.6192775647047238,High
92612,10067109,82670,Jersey Moto 4.5 Enduro,Apparel,Email,Northern Cape,4367.74,0,0.6192731120594119,High
11864,10008596,126115,Shoes ProClip 4.0,Footwear,Organic Search,Western Cape,5898.93,0,0.6192545888028252,High
67942,10049232,53815,Socks MTB,Footwear,Direct,International,197.13,0,0.6192521261178942,High
278190,10201586,98330,Buckle 4.5 - Adult - Pair,Footwear,Direct,KwaZulu-Natal,297.35,0,0.6192279005848241,High
214338,10155316,50739,Pants Moto 4.5,Apparel,Paid Search,Northern Cape,2295.85,0,0.6192240976206164,High
211434,10153212,74939,Shoes RideOn's 2.0,Footwear,Email,Gauteng,2304.42,0,0.6192213195808478,High
169825,10123060,59077,Shoes Flat 1.0,Footwear,Paid Social,Mpumalanga,786.07,0,0.6192130502909896,High
185326,10134293,124394,Strap Kit 3.5 - Adult,Footwear,Organic Search,Mpumalanga,392.64,0,0.619200068730894,High
183764,10133161,58646,Shoes Flat 1.0,Footwear,Direct,KwaZulu-Natal,786.08,0,0.6191919678944018,High
48338,10035026,36585,Sole 4.5/5.5 Moto - Pair,Footwear,Direct,KwaZulu-Natal,1279.63,1,0.6191789420616236,High
196308,10142251,129758,Shoes Flat 1.0,Footwear,Direct,KwaZulu-Natal,775.64,1,0.61917335834158,High
252261,10182797,56231,Strap Kit 5.5 - Adult,Footwear,Paid Search,Free State,1190.75,0,0.6191674670338891,High
164740,10119376,75459,Socks MTB Endurance,Footwear,Organic Search,Gauteng,390.74,0,0.6191458425348435,High
37645,10027278,138183,Shoes ProClip 9.0 Race Boa,Footwear,Marketplace,Eastern Cape,17661.67,0,0.6191401029627446,High
188936,10136909,101058,Boot ADV X-Flow 7.5 Short,Footwear,Email,Limpopo,7496.78,0,0.6191350319848917,High
35970,10026064,10306,Sole 4.5/5.5 Enduro - Pair,Footwear,Organic Search,KwaZulu-Natal,1278.46,0,0.6191311677842917,High
14072,10010196,11921,Cleat shim set SPD - 4 pcs,Footwear,Organic Search,Eastern Cape,189.79,0,0.6191244366944093,High
185584,10134480,81415,Shoes ProFlat 3.0,Footwear,Email,Western Cape,2082.89,0,0.6191089923452227,High
11831,10008572,8078,Shoes Flat 2.0 - Women,Footwear,Paid Search,Gauteng,3870.77,0,0.6191085791954032,High
8773,10006356,69387,Shoes ProClip 8.0 Endurance - Women,Footwear,Organic Search,Western Cape,5818.31,0,0.6190883528537707,High
298912,10216602,178265,Shoes RideOn's 2.0,Footwear,Organic Search,Western Cape,1566.92,0,0.6190623689135463,High
139781,10101289,144721,Buckle 5.5 - Adult - Pair,Footwear,Organic Search,Western Cape,378.36,0,0.6190416974971877,High
168936,10122416,2630,Shoes ProFlat 3.0,Footwear,Paid Search,Gauteng,1787.01,1,0.6190372704143657,High
136610,10098992,123321,SlipOn´s 1.0,Footwear,Organic Search,International,893.09,0,0.6190058518548337,High
218385,10158249,40319,Socks Moto,Footwear,Organic Search,Limpopo,394.11,0,0.6190016286387353,High
3040,10002202,72961,Sole 4.5/5.5 Moto - Pair,Footwear,Direct,Gauteng,1274.24,0,0.6189997373517544,High
122788,10088976,115549,SlipOn´s 1.0,Footwear,Direct,KwaZulu-Natal,841.27,0,0.6189766664323256,High
173509,10125730,76487,Shoes Flat 2.0,Footwear,Direct,KwaZulu-Natal,1573.05,0,0.6189591174803047,High
151565,10109828,66526,Shoes Flat 1.0,Footwear,Email,Western Cape,1417.61,0,0.6189561106700728,High
145373,10105342,119404,Jersey MTB Gravity 4.0 - Long Sleeve - Junior,Apparel,Organic Search,Northern Cape,880.8,0,0.6189348722872217,High
271855,10196995,126369,Shoes Flat 1.0,Footwear,Direct,Western Cape,1573.65,0,0.6189302050857143,High
157989,10114484,94287,Shoes ProFlat 3.0 - Women,Footwear,Direct,Gauteng,2149.13,0,0.6189241670237171,High
111387,10080714,166773,Shoes ProFlat 3.0 - Women,Footwear,Organic Search,International,2157.88,0,0.6189035480829932,High
295727,10214294,28893,Buckle 4.5 - Adult - Pair,Footwear,Email,Gauteng,283.58,0,0.6189015772867618,High
175614,10127255,63365,Shoes ProFlat 2.0,Footwear,Organic Search,Western Cape,2488.4,0,0.6188965566824676,High
237328,10171976,83176,Socks MTB Endurance - 3-pack,Footwear,Direct,Western Cape,670.75,0,0.6188947152815674,High
232869,10168744,18160,Buckle 3.5 - Adult - Pair,Footwear,Marketplace,Western Cape,395.47,0,0.6188871001297512,High
272742,10197638,75089,SlipOn´s 1.0,Footwear,Paid Search,Western Cape,876.44,0,0.6188846973302637,High
235911,10170949,54171,Boots 4.5 Enduro,Footwear,Organic Search,Gauteng,13798.97,0,0.6188778454532738,High
43658,10031635,138815,Boots 4.5 Enduro,Footwear,Email,Limpopo,13932.31,0,0.6188512665276331,High
50208,10036381,173062,Boot ADV X-Flow 7.5 Short,Footwear,Organic Search,Gauteng,8741.72,0,0.6188393982085832,High
256124,10185596,41027,Shoes Clip 2.0 Endurance - Women,Footwear,Paid Search,Mpumalanga,2418.46,0,0.6188368503280732,High
171951,10124601,97175,Footbed Carbon Anti-Odor - Pair,Footwear,Organic Search,Western Cape,277.85,0,0.6188280129112609,High
205843,10149160,172534,Socks MTB,Footwear,Email,Gauteng,162.73,0,0.6188162132674438,High
168683,10122233,24048,Buckle 4.5 - Adult - Pair,Footwear,Paid Search,Gauteng,295.1,0,0.6188112426336796,High
112585,10081582,103584,Shoes Clip 2.0 Endurance - Women,Footwear,Paid Search,KwaZulu-Natal,4808.91,0,0.6187987834573417,High
144191,10104485,119392,Lacing System Kit 6.0 ATOP - Pair,Footwear,Organic Search,Gauteng,486.35,1,0.6187740763555079,High
141907,10102830,133124,Socks MTB Endurance,Footwear,Paid Search,Western Cape,596.56,0,0.6187622874845278,High
165815,10120155,7277,Shoes ProClip 4.0,Footwear,Organic Search,Western Cape,8947.14,0,0.6187619546834743,High
176878,10128171,23751,Shoes Flat 1.0,Footwear,Email,International,1031.31,0,0.618758990984847,High
271598,10196809,54989,Socks MTB Endurance,Footwear,Paid Search,Mpumalanga,288.67,0,0.6187439707609519,High
238622,10172913,32855,Shoes ProFlat 2.0,Footwear,Direct,Gauteng,2312.32,0,0.6187354999085836,High
286783,10207813,67608,Long Sleeve Shirt Tech,Apparel,Organic Search,Northern Cape,1038.62,0,0.6187327547677341,High
51185,10037089,42160,Shoes Flat 1.0,Footwear,Email,KwaZulu-Natal,1492.41,0,0.6187255181691431,High
178213,10129139,164326,Shoes Flat 1.0,Footwear,Direct,Western Cape,2348.07,0,0.6187204307582568,High
277781,10201289,83635,Shoes Clip 4.0,Footwear,Marketplace,Western Cape,1472.09,0,0.6187178231497683,High
171966,10124612,117227,Shoes ProClip 5.0,Footwear,Direct,KwaZulu-Natal,6209.06,0,0.6187108662779167,High
140969,10102150,101680,Shoes Flat 1.0,Footwear,Direct,KwaZulu-Natal,795.75,0,0.6187042720625924,High
609,10000440,121698,Polo Shirt Short Sleeve Team,Apparel,Paid Search,Northern Cape,1665.52,0,0.6187040810426501,High
170689,10123686,697,Shoes Flat 2.0 - Junior,Footwear,Email,Eastern Cape,1434.18,0,0.6186983563927656,High
16891,10012239,93106,T-Shirt Core,Apparel,Email,Northern Cape,374.38,0,0.6186953369442332,High
182797,10132460,172451,Jersey MTB Endurance 5.0 - Women,Apparel,Email,Northern Cape,2373.61,0,0.6186929664665588,High
40941,10029666,57333,Shoes Flat 2.0,Footwear,Paid Search,Mpumalanga,4774.87,0,0.618692902769264,High
232317,10168344,39079,Shoes ProFlat 3.0 - Women,Footwear,Direct,Limpopo,8020.56,0,0.6186898818636968,High
11469,10008310,139047,Sole 4.5/5.5 Enduro - Pair,Footwear,Paid Social,KwaZulu-Natal,2582.94,0,0.6186891259579796,High
90786,10065786,128998,Strap Kit 3.5 - Adult,Footwear,Paid Search,Gauteng,640.15,0,0.6186868481094042,High
217597,10157678,21013,Shoes RideOn's 2.0,Footwear,Marketplace,Mpumalanga,1512.62,0,0.6186816082749571,High
273200,10197970,145232,Shoes Flat 1.0,Footwear,Direct,Limpopo,2060.92,0,0.6186795461688034,High
187485,10135857,55928,Shoes ProClip 4.0,Footwear,Direct,Western Cape,1666.24,0,0.6186792468264075,High
273593,10198255,89906,Buckle 3.5 - Adult - Pair,Footwear,Marketplace,Western Cape,181.42,0,0.6186539002898318,High
266914,10193415,17941,Shoes ProClip 6.0 Endurance,Footwear,Email,Western Cape,2841.56,0,0.6186406764126845,High
287270,10208165,35988,Shoes Flat 1.0,Footwear,Organic Search,Gauteng,1872.41,0,0.6186398300667997,High
221821,10160739,99850,Sole 4.5/5.5 Enduro - Pair,Footwear,Paid Social,KwaZulu-Natal,1262.67,1,0.6186393414018562,High
279972,10202877,110449,Shoes Flat 1.0,Footwear,Marketplace,KwaZulu-Natal,784.83,0,0.618634988900089,High
76552,10055471,90826,Shoes ProClip 6.0 Trail Boa,Footwear,Email,Gauteng,7965.38,0,0.6186277115012898,High
213196,10154489,49130,Jersey MTB Gravity 3.0 - Junior,Apparel,Paid Search,Northern Cape,1346.32,0,0.6186057996724087,High
173274,10125560,74256,Shoes Flat 1.0 Hi,Footwear,Organic Search,Gauteng,1146.71,0,0.618605758686382,High
249258,10180621,71095,Shoes ProFlat 3.0,Footwear,Email,Western Cape,1922.85,0,0.6186005161478959,High
190866,10138307,90726,Footbed Carbon Anti-Odor - Pair,Footwear,Organic Search,Western Cape,275.39,1,0.6185735867476608,High
192496,10139489,77553,Socks MTB Endurance,Footwear,Email,Western Cape,197.54,0,0.6185473734638213,High
28622,10020739,33500,Shoes Flat 2.0,Footwear,Email,Western Cape,1580.91,0,0.6185421969495499,High
249617,10180881,68142,Socks MTB Endurance,Footwear,Organic Search,Mpumalanga,594.02,0,0.6185296276579131,High
95824,10069436,19653,Shoes Flat 1.0,Footwear,Direct,KwaZulu-Natal,781.74,0,0.6185290746650315,High
55544,10040248,161823,Buckle 5.5 - Adult - Pair,Footwear,Organic Search,Free State,394.24,0,0.6185206256968835,High
192447,10139453,121575,Shoes Flat 2.0,Footwear,Email,Western Cape,1189.18,0,0.6185179560360946,High
92120,10066752,159239,Pants Moto 4.5,Apparel,Paid Search,Northern Cape,5041.05,0,0.6185162662015901,High
267497,10193837,111952,Buckle Moto 6.5/ADV 7.5 - Pair,Footwear,Email,Western Cape,396.28,0,0.6185146809926435,High
156198,10113186,132870,Shoes Flat 1.0,Footwear,Organic Search,KwaZulu-Natal,785.85,1,0.6185122181400291,High
257775,10186792,108443,Socks MTB Endurance,Footwear,Direct,Free State,191.55,0,0.6185003600802781,High
138127,10100091,96254,Shoes Flat 2.0,Footwear,Email,KwaZulu-Natal,1273.74,0,0.6184703049141059,High
56181,10040710,159710,Buckle 3.5 - Adult - Pair,Footwear,Organic Search,Western Cape,391.41,0,0.6184533681290805,High
261549,10189527,134327,Buckle 5.5 - Adult - Pair,Footwear,Direct,Mpumalanga,386.67,0,0.6184438661547876,High
262346,10190105,93412,Shoes ProFlat 2.0,Footwear,Organic Search,KwaZulu-Natal,2491.21,0,0.6184351974270507,High
248703,10180218,116709,Buckle 3.5 - Adult - Pair,Footwear,Email,Gauteng,193.66,1,0.6184265677340844,High
178832,10129587,166010,Socks MTB,Footwear,Email,KwaZulu-Natal,393.68,0,0.6184132334720849,High
97063,10070334,160537,Socks MTB,Footwear,Email,Western Cape,197.34,0,0.6184084195674514,High
167309,10121237,28685,Shoes Flat 2.0,Footwear,Organic Search,KwaZulu-Natal,4244.19,1,0.61840056252138,High
226038,10163794,7145,Shoes ProFlat 3.0,Footwear,Organic Search,Mpumalanga,2024.61,0,0.6183913869704503,High
225217,10163200,115461,Boots 3.5 - Junior,Footwear,Email,Gauteng,5930.87,0,0.618390869030345,High
105181,10076217,143995,Shoes Flat 1.0,Footwear,Email,Western Cape,1557.42,0,0.6183875156477331,High
253835,10183937,55471,Jersey Moto 4.5 Lite,Apparel,Organic Search,Northern Cape,832.63,0,0.618371207421957,High
231641,10167855,119527,Socks MTB,Footwear,Organic Search,Gauteng,196.85,0,0.6183655446673277,High
153308,10111092,34712,Jersey MTB Trail 6.0 Cargo - Long Sleeve,Apparel,Email,Northern Cape,1646.37,1,0.618357086747653,High
131874,10095560,11700,Shoes Flat 1.0 Hi,Footwear,Organic Search,Limpopo,2349.67,0,0.6183468199221416,High
281330,10203861,95705,Shoes Flat 1.0,Footwear,Email,Gauteng,1453.3,0,0.6183312730310783,High
242695,10175865,70693,Boots 4.5,Footwear,Paid Social,Gauteng,20793.25,0,0.6183082948973384,High
276961,10200695,142384,Shoes ProClip 6.0 Endurance - Women,Footwear,Email,KwaZulu-Natal,2954.36,0,0.6183051720680042,High
78120,10056607,105359,Shoes ProFlat 3.0 - Women,Footwear,Direct,Western Cape,2512.82,0,0.6183025760242987,High
251883,10182523,76479,Shoes Clip 2.0 Endurance,Footwear,Organic Search,Mpumalanga,2432.2,0,0.6182962586247358,High
36309,10026310,25267,Socks MTB,Footwear,Organic Search,International,196.97,0,0.6182932850534604,High
256084,10185567,12983,Boots 3.5 HydraDri,Footwear,Email,Eastern Cape,13387.37,0,0.6182852865980812,High
136715,10099068,82214,Socks MTB,Footwear,Organic Search,International,192.23,0,0.6182791546949223,High
254566,10184467,128475,Socks MTB Endurance - 3-pack,Footwear,Organic Search,Western Cape,2071.41,0,0.6182517674037852,High
24895,10018039,70692,Shoes Flat 1.0,Footwear,Email,Gauteng,678.64,0,0.6182078174935167,High
280929,10203571,10950,Shoes ProClip 8.0 Race - Women,Footwear,Direct,Gauteng,2940.43,0,0.6182058291363343,High
32702,10023696,3256,Buckle 4.5 - Adult - Pair,Footwear,Organic Search,Limpopo,867.42,1,0.6182049234164894,High
107120,10077622,74830,Boots 3.5,Footwear,Organic Search,KwaZulu-Natal,3648.74,0,0.6181902834450171,High
104770,10075919,161150,Sole 4.5/5.5 Moto - Pair,Footwear,Direct,Western Cape,1273.46,0,0.6181864977435462,High
147770,10107078,13146,Socks MTB Endurance,Footwear,Paid Search,Gauteng,391.95,0,0.6181822499897994,High
40425,10029292,135521,Buckle 3.5 - Adult - Pair,Footwear,Direct,KwaZulu-Natal,585.14,0,0.6181633443878085,High
159254,10115400,169235,Socks MTB,Footwear,Organic Search,Limpopo,190.91,0,0.6181598871948499,High
183489,10132962,25471,Sole 4.5/5.5 Enduro - Pair,Footwear,Paid Search,Mpumalanga,1290.78,0,0.6181543415681705,High
19288,10013976,135049,Shoes Flat 1.0,Footwear,Paid Social,Mpumalanga,1563.07,0,0.6181514371838545,High
248336,10179952,30150,Shoes RideOn's 2.0,Footwear,Organic Search,KwaZulu-Natal,3053.91,1,0.618148511803482,High
74397,10053910,33841,Shoes ProClip 4.0,Footwear,Paid Social,International,3355.32,0,0.618120604925126,High
79429,10057556,120934,Shoes ProFlat 2.0,Footwear,Organic Search,Limpopo,2393.55,0,0.6180862200058342,High
129265,10093669,177123,Shoes Flat 1.0,Footwear,Organic Search,Western Cape,1468.06,0,0.6180830886793669,High
85087,10061656,44655,Shoes ProClip 8.0 Race - Women,Footwear,Direct,Gauteng,3203.83,0,0.6180772912719924,High
297335,10215459,120689,Shoes Flat 1.0,Footwear,Organic Search,Western Cape,791.6,0,0.6180404521307031,High
30994,10022458,14281,Boot ADV HydraDri 7.5 Short,Footwear,Direct,Western Cape,4659.64,1,0.6180257438916222,High
42512,10030805,119921,Strap Kit 5.5 - Adult,Footwear,Paid Social,Gauteng,576.55,0,0.6180108887508137,High
214118,10155157,71419,Shoe Laces Non-Stretch - Pair,Footwear,Marketplace,Free State,481.6,0,0.6180025702437918,High
59073,10042805,179940,Socks MTB,Footwear,Paid Search,Western Cape,190.45,0,0.6179975870475527,High
157165,10113886,174390,Shoes Flat 1.0,Footwear,Email,Gauteng,859.81,0,0.6179873168257961,High
7517,10005446,178650,Socks MTB Endurance - 3-pack,Footwear,Paid Search,Western Cape,640.36,0,0.6179688853558942,High
100459,10072795,38480,Shoes RideOn's 2.0,Footwear,Paid Search,International,1526.29,0,0.6179415158467753,High
245602,10177971,85567,Socks MTB,Footwear,Organic Search,Western Cape,237.83,0,0.6179297139433723,High
255056,10184822,179336,Buckle 4.5 - Adult - Pair,Footwear,Paid Social,International,293.16,0,0.6179129556604586,High
196674,10142516,89279,Socks MTB Endurance,Footwear,Direct,Western Cape,193.39,0,0.6178778506539628,High
76372,10055341,125026,SlipOn´s 1.0,Footwear,Paid Search,Mpumalanga,875.8,0,0.6178776420489628,High
132630,10096107,4092,Shoes Clip 2.0 Endurance,Footwear,Organic Search,Free State,4834.42,0,0.6178617099745538,High
109713,10079501,64585,Shoes Flat 3.0,Footwear,Email,KwaZulu-Natal,2454.21,0,0.6178454766914352,High
54540,10039521,38031,Boots 5.5 FlexLock Enduro,Footwear,Organic Search,International,16341.35,0,0.6178416255988666,High
296630,10214948,94636,Shoes Flat 2.0,Footwear,Paid Search,Gauteng,3602.25,0,0.617818183450342,High
97947,10070975,151176,Shoes Flat 3.0,Footwear,Direct,KwaZulu-Natal,2380.7,0,0.6178011719583048,High
68241,10049449,108700,Buckle 4.5 - Adult - Pair,Footwear,Organic Search,Western Cape,291.55,0,0.6177701302565958,High
143758,10104171,94079,Socks MTB,Footwear,Paid Social,Mpumalanga,195.75,1,0.6177650351372892,High
255616,10185228,8156,Strap Kit 5.5 - Adult,Footwear,Marketplace,International,571.81,0,0.6177648783450609,High
171843,10124523,6313,Long Sleeve Shirt Core,Apparel,Organic Search,Northern Cape,437.2,0,0.6177435215651712,High
1321,10000956,135191,Buckle 3.5 - Adult - Pair,Footwear,Organic Search,Mpumalanga,198.14,0,0.6177376263333927,High
78047,10056555,65389,Shoes Clip 2.0 Endurance,Footwear,Organic Search,Free State,2477.28,0,0.617723579708619,High
143203,10103769,49562,Socks MTB,Footwear,Marketplace,Limpopo,194.15,0,0.6177233032421102,High
286652,10207718,168017,Buckle 3.5 - Adult - Pair,Footwear,Email,Gauteng,170.36,0,0.6177166232118337,High
171898,10124563,63060,Strap Kit 4.5 - Adult,Footwear,Organic Search,Mpumalanga,1457.31,0,0.6177093515212219,High
127046,10092061,66021,Shoes ProClip 4.0,Footwear,Paid Search,Western Cape,1385.59,0,0.617698492670025,High
255135,10184879,2894,Shoes Flat 3.0,Footwear,Marketplace,KwaZulu-Natal,3821.04,0,0.617681078659138,High
262728,10190381,139565,Shoes ProFlat 3.0 - Women,Footwear,Organic Search,Gauteng,2143.88,0,0.6176513411848529,High
136418,10098852,91306,Shoes ProClip 6.0 Trail Boa,Footwear,Paid Search,Limpopo,11733.13,0,0.617619927952892,High
69643,10050465,96115,Shoes Flat 2.0 - Junior,Footwear,Direct,International,2978.56,0,0.6176120813766531,High
177293,10128472,140136,Sole 4.5/5.5 Moto - Pair,Footwear,Paid Search,KwaZulu-Natal,1869.87,0,0.6176105283870521,High
247610,10179426,5058,Socks MTB Endurance,Footwear,Direct,KwaZulu-Natal,884.67,0,0.6176095315952559,High
4337,10003142,90914,Boots 4.5 Enduro,Footwear,Direct,International,13995.8,0,0.6175990184126032,High
252972,10183312,6975,Boots 5.5 FlexLock,Footwear,Paid Social,KwaZulu-Natal,17571.69,1,0.6175976526670803,High
33553,10024313,18391,Shoes Flat 1.0,Footwear,Organic Search,Gauteng,782.72,0,0.6175730638500838,High
62970,10045629,105525,Shoes Flat 2.0 - Women,Footwear,Paid Search,Western Cape,1968.75,0,0.6175710409049916,High
186771,10135340,63617,Socks MTB Endurance,Footwear,Direct,Gauteng,396.69,0,0.6175561705373596,High
66824,10048422,35587,Shoes Flat 1.0,Footwear,Organic Search,Gauteng,1477.37,0,0.6175274264899668,High
215050,10155832,108181,Shin Plate Kit 5.5,Footwear,Email,Western Cape,785.11,0,0.61752739812076,High
187710,10136021,90140,Shoes Flat 3.0,Footwear,Direct,KwaZulu-Natal,1278.1,0,0.617523173190101,High
129502,10093841,12609,Shoes RideOn's 2.0,Footwear,Organic Search,Western Cape,2383.0,1,0.6175016027695596,High
219704,10159205,24657,Shoes Flat 1.0,Footwear,Organic Search,Mpumalanga,780.99,0,0.6174815911746259,High
230626,10167119,23584,Shoes Flat 2.0,Footwear,Email,Western Cape,2104.72,0,0.6174606743253599,High
220212,10159573,15152,Sole 4.5/5.5 Enduro - Pair,Footwear,Email,International,1284.78,0,0.6174108202109945,High
220013,10159428,99020,Shoes Flat 1.0,Footwear,Paid Social,KwaZulu-Natal,2964.35,0,0.6173992279315728,High
246558,10178664,4601,Shoes ProClip 6.0 Trail Boa,Footwear,Paid Social,KwaZulu-Natal,3917.67,0,0.6173955353890539,High
41681,10030202,112508,Jersey Moto 4.5 Lite,Apparel,Organic Search,Northern Cape,1676.36,0,0.6173944722146559,High
202562,10146783,29357,Shoes RideOn's 2.0,Footwear,Direct,Mpumalanga,1591.85,0,0.6173936496520036,High
198849,10144092,116810,Shoes Flat 2.0 - Women,Footwear,Email,Western Cape,2072.36,0,0.6173650968974153,High
162240,10117564,113612,Strap Kit 5.5 - Adult,Footwear,Marketplace,KwaZulu-Natal,495.2,0,0.6173644689236143,High
66767,10048381,177278,Shoes ProFlat 3.0,Footwear,Organic Search,Mpumalanga,2088.84,0,0.6173621675083506,High
62588,10045352,159091,Sole 4.5/5.5 Enduro - Pair,Footwear,Direct,Western Cape,1240.77,0,0.6173618716690383,High
40024,10029002,110453,Shoes Flat 2.0,Footwear,Paid Search,Western Cape,1285.9,0,0.6173372855518948,High
213509,10154715,54680,Buckle 4.5 - Adult - Pair,Footwear,Organic Search,International,569.97,0,0.6173290816944474,High
122306,10088626,121749,Shoes ProClip 8.0 Endurance - Women,Footwear,Organic Search,International,2980.93,0,0.6173268364097201,High
106426,10077119,57524,Sole 4.5/5.5 Moto - Pair,Footwear,Direct,Mpumalanga,1266.44,0,0.617322089262375,High
215679,10156288,73282,Footbed Carbon Anti-Odor - Pair,Footwear,Direct,Gauteng,582.39,0,0.6173048564991238,High
