transaction_line_id,order_id,order_date,month,customer_id,product_id,variant_id,product_title,category,channel,device,province,city,quantity,unit_price_zar,discount_pct,gross_revenue_zar,discount_amount_zar,net_revenue_zar,estimated_unit_cost_zar,gross_margin_zar,return_flag,return_amount_zar,fulfillment_days,payment_method,campaign,source_system,ingested_at_utc,raw_file_name,data_quality_issue
880,10000636,2025-09-16 00:00:00,2025-09,87625,9028213604576,47896615059680,Gloves MTB 3.0 Endurance,Gloves,Paid Search,Desktop,Gauteng,Johannesburg,1,599.0,0.0359,599.0,21.5,577.5,264.52,312.98,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
881,10000637,2024-01-16 00:00:00,2024-01,43010,9028213604576,47896614928608,Gloves MTB 3.0 Endurance,Gloves,Organic Search,Tablet,KwaZulu-Natal,Durban,1,599.0,0.0254,599.0,15.23,583.77,255.87,327.89,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
882,10000638,2024-12-18 00:00:00,2024-12,40856,9028205936864,47896543854816,Jersey MTB Gravity  1.0 V24,Apparel,Organic Search,Mobile,Limpopo,Polokwane,1,699.0,0.1063,699.0,74.29,624.71,338.29,286.42,0,0.0,1,EFT,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
883,10000639,2024-11-19 00:00:00,2024-11,83487,9028220551392,47896692883680,Jersey Moto 4.5 Lite -V24,Apparel,Organic Search,Mobile,KwaZulu-Natal,Durban,1,682.0,0.0809,682.0,55.15,626.85,323.14,303.7,0,0.0,2,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
884,10000639,2025-10-13 00:00:00,2025-10,56824,9028229005536,47896772542688,Shoes Flat 3.0,Footwear,Paid Search,Tablet,International,Windhoek,1,1299.0,0.0169,1299.0,21.9,1277.1,762.66,514.44,0,0.0,5,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
885,10000640,2024-07-26 00:00:00,2024-07,126874,9028214948064,47896629838048,Jersey Moto 4.5 Lite V25-,Apparel,Direct,Mobile,Western Cape,Cape Town,3,899.0,0.0157,2697.0,42.28,2654.72,393.94,1472.91,1,2330.5,3,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
886,10000641,2026-03-28 00:00:00,2026-03,147339,9028203184352,47896525996256,Buckle 3.5 - Adult - Pair,Footwear,Paid Search,Mobile,Gauteng,Johannesburg,3,199.0,0.0325,597.0,19.41,577.59,110.32,246.64,0,0.0,5,Instant EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
887,10000642,2024-11-07 00:00:00,2024-11,144440,9028220780768,47896695668960,Knee Guard 1.5 - Mini,Body Protection,Direct,Mobile,Gauteng,Johannesburg,1,599.0,0.202,599.0,121.01,477.99,297.21,180.77,0,0.0,1,EFT,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
888,10000642,2025-08-30 00:00:00,2025-08,177264,9028203643104,47896528519392,Visor Moto 7.5 - v24,Helmet,Email,Mobile,Gauteng,Johannesburg,2,799.0,0.0178,1598.0,28.39,1569.61,411.16,747.28,0,0.0,5,Card,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
889,10000643,2025-09-26 00:00:00,2025-09,84440,9028212097248,47896600740064,Visor Moto 3.5 - Junior - v25,Helmet,Organic Search,Mobile,Gauteng,Johannesburg,1,699.0,0.0188,699.0,13.11,685.89,393.46,292.43,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
890,10000644,2025-12-25 00:00:00,2025-12,118005,9028236017888,47896881987808,Jersey MTB Endurance 3.0 - Long Sleeve,Apparel,Marketplace,Mobile,Western Cape,Cape Town,1,1499.0,0.078,1499.0,116.94,1382.06,679.97,702.09,0,0.0,1,EFT,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
891,10000644,2025-05-22 00:00:00,2025-05,34164,9028219240672,47896677908704,Elbow Guard 1.5 - Mini,Body Protection,Organic Search,Mobile,Western Cape,Cape Town,1,499.0,0.0097,499.0,4.83,494.17,265.09,229.08,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
892,10000645,2025-09-11 00:00:00,2025-09,158634,9028194304224,47896492081376,Back Protector for Hydration Bag CE Level 1,Body Protection,Organic Search,Mobile,Western Cape,Cape Town,1,599.0,0.007,599.0,4.18,594.82,307.01,287.81,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
893,10000646,2026-04-12 00:00:00,2026-04,138920,9028218454240,47896671355104,Jersey MTB All Mountain 2.0 V24 - Women,Apparel,Marketplace,Mobile,Gauteng,Johannesburg,1,699.0,0.0513,699.0,35.87,663.13,316.19,346.94,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
894,10000647,2025-11-02 00:00:00,2025-11,175522,9028201906400,47896518951136,Helmet MTB Gravity 1.0,Helmet,Paid Search,Mobile,Gauteng,Johannesburg,2,1599.0,0.1348,3198.0,431.03,2766.97,863.82,1039.32,0,0.0,4,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
895,10000647,2026-04-15 00:00:00,2026-04,35762,9028233953504,47896842076384,Boot ADV X-Flow 7.5 Short,Footwear,Paid Social,Mobile,Limpopo,Polokwane,1,4499.0,0.0023,4499.0,10.43,4488.57,2734.32,1754.25,0,0.0,2,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
896,10000648,2026-05-01 00:00:00,2026-05,70946,9028201382112,47896516100320,Jersey Moto 4.5 - Junior,Apparel,Paid Social,Desktop,Mpumalanga,Mbombela,2,749.0,1.25,1498.0,40.39,1457.61,340.54,776.53,0,0.0,3,Instant EFT,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,invalid_discount;
897,10000649,2025-06-22 00:00:00,2025-06,29211,9028216684768,47896653791456,Jersey MTB Gravity 4.0,Apparel,Marketplace,Mobile,Gauteng,Johannesburg,1,999.0,0.0269,999.0,26.89,972.11,449.37,522.74,0,0.0,2,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
898,10000650,2025-06-16 00:00:00,2025-06,32963,9028219535584,47896680890592,Jersey MTB Enduro 4.0 V23,Apparel,Direct,Desktop,Western Cape,Cape Town,1,599.0,0.0232,599.0,13.9,585.1,285.25,299.85,0,0.0,1,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
899,10000650,2024-10-01 00:00:00,2024-10,114443,9028209213664,47896577245408,Pants Moto 4.5 Enduro,Apparel,Organic Search,Mobile,LIMPOPO, Polokwane ,2,2999.0,0.024,5998.0,144.16,5853.84,1268.31,3317.22,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,standardisation_needed;
900,10000651,2024-11-19 00:00:00,2024-11,41056,9028224483552,47896734138592,Gloves ADV HydraDri 5.5,Gloves,Direct,Mobile,Gauteng,Johannesburg,1,1599.0,0.1649,1599.0,263.65,1335.35,678.74,656.61,0,0.0,2,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
901,10000652,2025-01-17 00:00:00,2025-01,47559,9028235067616,47896860819680,Helmet Kit ADV 7.5 Polymer with 2.5 Goggle,Helmet,Organic Search,Desktop,KwaZulu-Natal,Durban,1,6499.0,0.0244,6499.0,158.83,6340.17,3632.91,2707.26,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
902,10000652,2025-12-20 00:00:00,2025-12,34054,9028235624672,47896872943840,Jersey MTB Enduro 4.0,Apparel,Paid Social,Desktop,Mpumalanga,Mbombela,3,999.0,0.1831,2997.0,548.86,2448.14,446.75,1107.88,0,0.0,3,Instant EFT,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
903,10000653,2025-09-22 00:00:00,2025-09,138171,9028198269152,47896502993120,Cheek Pads ADV 8.5/9.5,Helmet,Paid Social,Mobile,KwaZulu-Natal,Durban,2,799.0,0.0015,1598.0,2.36,1595.64,428.94,737.76,0,0.0,2,EFT,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
904,10000654,2024-08-28 00:00:00,2024-08,87059,9028236476640,47896894374112,Jersey MTB Endurance 3.0,Apparel,Email,Mobile,Gauteng,Johannesburg,1,999.0,0.0365,999.0,36.48,962.52,470.06,492.46,0,0.0,3,Instant EFT,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
905,10000655,2024-03-17 00:00:00,2024-03,51553,9028205936864,47896543822048,Jersey MTB Gravity  1.0 V24,Apparel,Paid Social,Mobile,Western Cape,Cape Town,2,699.0,0.0165,1398.0,23.08,1374.92,316.09,742.75,0,0.0,2,Payflex,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
906,10000655,2025-11-08 00:00:00,2025-11,108523,9028215177440,47896633082080,Jersey Moto 3.5,Apparel,Paid Social,Desktop,Northern Cape,Kimberley,1,699.0,0.1514,699.0,105.82,593.18,336.92,256.25,0,0.0,7,Gift Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
907,10000656,2024-07-19 00:00:00,2024-07,18894,9028206133472,47896547360992,Buckle 5.5 - Adult - Pair,Footwear,Organic Search,Mobile,Gauteng,Johannesburg,2,399.0,0.0372,798.0,29.66,768.34,223.32,321.71,1,521.52,5,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
908,10000657,2024-12-19 00:00:00,2024-12,78559,9028213801184,47896615715040,Gloves MTB 5.0 Endurance,Gloves,Email,Mobile,Western Cape,Cape Town,1,999.0,0.1289,999.0,128.81,870.19,445.12,425.07,1,733.11,2,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
909,10000657,2024-11-24 00:00:00,2024-11,155885,9028206067936,47896545624288,Elbow Guard 3DF 5.0,Body Protection,Organic Search,Tablet,Eastern Cape,Gqeberha,2,1199.0,0.1316,2398.0,315.49,2082.51,614.68,853.14,0,0.0,7,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
910,10000658,2024-05-07 00:00:00,2024-05,169967,9028201644256,47896517673184,Jersey MTB All Mountain 2.0 V22 - Women,Apparel,Organic Search,Mobile,KwaZulu-Natal,Durban,1,299.0,0.0262,299.0,7.83,291.17,133.91,157.26,0,0.0,1,Instant EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
911,10000659,2025-02-13 00:00:00,2025-02,168990,9028219142368,47896677056736,Shorts MTB All Mountain 2.0 V24 - Women,Apparel,Paid Search,Mobile,Eastern Cape,Gqeberha,1,1189.0,0.014,1189.0,16.66,1172.34,566.88,605.45,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
912,10000660,2024-09-22 00:00:00,2024-09,126934,9028212162784,47896602247392,Gloves MTB 2.0 WindBlock,Gloves,Marketplace,Mobile,KwaZulu-Natal,Durban,3,479.0,0.0284,1437.0,40.78,1396.22,212.88,757.56,0,0.0,4,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
913,10000660,2024-11-23 00:00:00,2024-11,93144,9028232347872,47896818417888,,Apparel,Direct,Desktop,Gauteng,Johannesburg,1,1299.0,0.1679,1299.0,218.12,1080.88,609.33,471.55,0,0.0,2,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,missing_product_title;
914,10000661,2025-03-04 00:00:00,2025-03,14332,9028204364000,47896533827808,Gloves Moto 2.5 X-Flow - Junior,Gloves,Organic Search,Mobile,KWAZULU-NATAL, Durban ,1,699.0,0.0709,699.0,49.59,649.41,326.88,322.53,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,standardisation_needed;
915,10000662,2025-08-11 00:00:00,2025-08,35596,9028205936864,47896543822048,Jersey MTB Gravity  1.0 V24,Apparel,Organic Search,Desktop,Gauteng,Johannesburg,1,699.0,0.0182,699.0,12.7,686.3,330.33,355.97,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
916,10000663,2026-03-07 00:00:00,2026-03,156747,9028229759200,47896782569696,Visor ADV 7.5 - v26,Helmet,Email,Mobile,Gauteng,Johannesburg,1,799.0,0.0262,799.0,20.92,778.08,457.68,320.4,1,507.27,1,Card,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
917,10000663,2025-04-30 00:00:00,2025-04,34844,9028233855200,47896840634592,Jacket ADV FlowTour 4.5 Short,Apparel,Paid Search,Mobile,Western Cape,Cape Town,-1,5399.0,0.016,5399.0,86.23,5312.77,2456.57,2856.2,0,0.0,4,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,negative_quantity;
918,10000664,2024-05-12 00:00:00,2024-05,166473,9028201939168,47896519049440,Jacket MTB Trail 1.0,Body Protection,Organic Search,Mobile,Gauteng,Johannesburg,1,1299.0,0.0333,1299.0,43.25,1255.75,655.48,600.27,0,0.0,4,Gift Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
919,10000665,2024-08-28 00:00:00,2024-08,78700,9028215898336,47896645632224,Gloves MTB 3.0 Lite,Gloves,Paid Search,Mobile,Free State,Bloemfontein,1,699.0,0.0594,699.0,41.52,657.48,316.74,340.74,0,0.0,1,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
920,10000665,2025-07-22 00:00:00,2025-07,19621,9028211572960,47896596480224,Pants MTB Trail 2.0,Apparel,Direct,Mobile,KwaZulu-Natal,Durban,1,1599.0,0.0416,1599.0,66.52,1532.48,721.21,811.27,0,0.0,3,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
921,10000666,2026-05-31 00:00:00,2026-05,3603,9028235821280,47896877695200,Jersey MTB Trail 3.0 - Women,Apparel,Direct,Mobile,Western Cape,Cape Town,2,999.0,0.0159,1998.0,31.69,1966.31,479.1,1008.12,0,0.0,3,Gift Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
922,10000667,2025-03-01 00:00:00,2025-03,177624,9028229398752,47896777687264,Jacket MTB WindBlock 2.0 - Women,Body Protection,Organic Search,Mobile,Gauteng,Johannesburg,1,2299.0,0.0028,2299.0,6.5,2292.5,1224.33,1068.17,0,0.0,4,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
923,10000668,2026-04-24 00:00:00,2026-04,13751,9028232184032,47896815993056,Jersey MTB Trail 3.0 - Long Sleeve - Women,Apparel,Paid Social,Mobile,KwaZulu-Natal,Durban,1,799.0,0.0335,799.0,26.76,772.24,352.36,419.88,0,0.0,2,EFT,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
924,10000668,2026-04-30 00:00:00,2026-04,108744,9028208132320,47896567152864,Strap Kit 5.5 - Adult,Footwear,Organic Search,Mobile,KwaZulu-Natal,Durban,1,599.0,0.0308,599.0,18.45,580.55,353.05,227.5,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
925,10000669,2024-09-23 00:00:00,2024-09,7607,9028207313120,47896558502112,Gloves Moto 4.5 Lite,Gloves,Direct,Mobile,Free State,Bloemfontein,1,1199.0,0.0592,1199.0,70.95,1128.05,487.34,640.71,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
926,10000670,2025-04-20 00:00:00,2025-04,155396,9028231790816,48068667343072,Gift Card,Gift Card,Direct,Mobile,Eastern Cape,Gqeberha,2,1000.0,0.0428,2000.0,85.58,1914.42,1001.64,-88.86,0,0.0,4,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
927,10000671,2026-03-27 00:00:00,2026-03,1896,9028228612320,47896768839904,Shoes Flat 1.0,Footwear,Email,Mobile,Gauteng,Johannesburg,1,799.0,0.0125,799.0,9.95,789.05,479.88,309.17,0,0.0,3,Payflex,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
928,10000671,2025-08-24 00:00:00,2025-08,152961,9028200628448,47896512135392,Inner liner kit MTB Gravity 2.0,Helmet,Paid Social,Mobile,Western Cape,Cape Town,2,799.0,0.0316,1598.0,50.43,1547.57,431.9,683.77,0,0.0,5,Payflex,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
929,10000672,2025-06-19 00:00:00,2025-06,159008,9028197908704,47896501485792,Knee Brace C-Frame Pro Carbon,Body Protection,Organic Search,Mobile,Gauteng,Johannesburg,3,6199.0,0.0146,18597.0,270.67,18326.33,3307.12,8404.99,0,0.0,2,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
930,10000673,2025-04-17 00:00:00,2025-04,135121,9028227465440,47896762581216,Pants Moto 4.5,Apparel,Paid Social,Mobile,Gauteng,Johannesburg,1,2699.0,0.0533,2699.0,143.78,2555.22,1243.86,1311.37,0,0.0,2,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
931,10000673,2025-12-12 00:00:00,2025-12,135136,9028211114208,47896591728864,Helmet MTB AllMtn 3.0,Helmet,Paid Search,Mobile,KwaZulu-Natal,Durban,1,2799.0,0.1293,2799.0,361.8,2437.2,1556.22,880.98,0,0.0,5,Gift Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
932,10000674,2024-05-06 00:00:00,2024-05,57525,9028217209056,47896659493088,Jersey MTB Endurance 4.0 - Long Sleeve,Apparel,Paid Search,Mobile,Gauteng,Johannesburg,1,1699.0,0.0059,1699.0,10.01,1688.99,777.79,911.19,0,0.0,4,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
933,10000675,2026-03-07 00:00:00,2026-03,127004,9028214587616,47896625774816,Jersey MTB Endurance 5.0,Apparel,Organic Search,Mobile,Gauteng,Johannesburg,1,1599.0,0.0297,1599.0,47.55,1551.45,696.45,855.0,0,0.0,8,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
934,10000676,2026-01-03 00:00:00,2026-01,160038,9028217962720,47896665915616,Gloves ADV HydraDri 7.5 Short,Gloves,Marketplace,Mobile,Western Cape,Cape Town,3,1649.0,0.0133,4947.0,65.79,4881.21,778.46,2545.81,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
935,10000676,2024-11-02 00:00:00,2024-11,11762,9028230021344,47896786436320,Jersey MTB Enduro 4.0 - Women,Apparel,Organic Search,Desktop,Western Cape,Cape Town,1,999.0,0.1378,999.0,137.7,861.3,459.0,402.3,0,0.0,7,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
936,10000677,2026-04-04 00:00:00,2026-04,128244,9028215177440,47896632918240,Jersey Moto 3.5,Apparel,Organic Search,Mobile,KwaZulu-Natal,Durban,1,699.0,0.0115,699.0,8.04,690.96,336.34,354.61,0,0.0,4,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
937,10000678,2025-08-03 00:00:00,2025-08,31597,9028234543328,47896851579104,Jersey MTB All Mountain 3.0,Apparel,Paid Search,Mobile,KwaZulu-Natal,Durban,1,1099.0,0.0389,1099.0,42.72,1056.28,512.03,544.25,0,0.0,4,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
938,10000678,2024-02-24 00:00:00,2024-02,5444,9028212687072,47896605589728,Gloves Moto 1.5 - Junior/Mini,Gloves,Direct,Desktop,Eastern Cape,Gqeberha,2,599.0,0.0105,1198.0,12.63,1185.37,266.68,652.01,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
939,10000679,2024-11-22 00:00:00,2024-11,99578,9028233724128,47896838176992,Jersey MTB Endurance 3.0 - Women,Apparel,Direct,Mobile,KWAZULU-NATAL, Durban ,1,999.0,0.0707,999.0,70.62,928.38,434.5,493.88,0,0.0,5,EFT,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,standardisation_needed;
940,10000680,2025-03-11 00:00:00,2025-03,44637,9028222877920,47896721653984,Shoulder Guards 5.5 Pro - Pair,Body Protection,Organic Search,Mobile,Gauteng,Johannesburg,1,599.0,0.0091,599.0,5.44,593.56,312.09,281.47,0,0.0,1,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
941,10000681,2024-04-10 00:00:00,2024-04,175571,9028211540192,47896596283616,Pants MTB Gravity 3.0 - Junior,Apparel,Paid Social,Desktop,Western Cape,Cape Town,1,1099.0,0.0332,1099.0,36.48,1062.52,489.93,572.58,0,0.0,1,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
942,10000681,2025-12-06 00:00:00,2025-12,167713,9028201644256,47896517607648,Jersey MTB All Mountain 2.0 V22 - Women,Apparel,Organic Search,Mobile,Western Cape,Cape Town,1,299.0,0.0887,299.0,26.52,272.48,134.14,138.34,0,0.0,5,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
943,10000682,2024-02-25 00:00:00,2024-02,12578,9028217766112,47896664539360,Shorts MTB All Mountain 2.0 V22 - Women,Apparel,Paid Search,Mobile,International,Windhoek,2,499.0,0.0069,998.0,6.93,991.07,245.74,499.58,0,0.0,4,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
944,10000683,2024-03-26 00:00:00,2024-03,162252,9028232184032,47896815698144,Jersey MTB Trail 3.0 - Long Sleeve - Women,Apparel,Organic Search,Mobile,Free State,Bloemfontein,1,799.0,0.0442,799.0,35.36,763.64,379.26,384.39,0,0.0,4,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
945,10000684,2024-12-20 00:00:00,2024-12,162829,9028220289248,47896688263392,Gloves ADV X-Flow 5.5,Gloves,Organic Search,Mobile,Gauteng,Johannesburg,1,1299.0,0.201,1299.0,261.05,1037.95,602.52,435.43,0,0.0,4,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
